seqid	assembly	chromosome	start	end	strand	geneID
Os04t0107200-01	IRGSP-1.0	4	443167	444830	-1	Os04g0107200
Os06t0134200-01	IRGSP-1.0	6	1833279	1834503	1	Os06g0134200
Os07t0531400-01	IRGSP-1.0	7	20803306	20805360	1	Os07g0531400
Os07t0531400-02	IRGSP-1.0	7	20803897	20805360	1	Os07g0531400
Os11t0161000-01	IRGSP-1.0	11	2971164	2974308	1	Os11g0161000
Os01t0788451-00	IRGSP-1.0	1	33454271	33459917	-1	Os01g0788451
Os12t0110700-00	IRGSP-1.0	12	577960	579230	-1	Os12g0110700
Os01t0535900-02	IRGSP-1.0	1	19468105	19469005	1	Os01g0535900
Os01t0535900-01	IRGSP-1.0	1	19466307	19468872	1	Os01g0535900
Os03t0669600-01	IRGSP-1.0	3	26420392	26422164	1	Os03g0669600
Os03t0669600-02	IRGSP-1.0	3	26420422	26422220	1	Os03g0669600
Os05t0478800-00	IRGSP-1.0	5	23550611	23551282	-1	Os05g0478800
Os02t0669000-01	IRGSP-1.0	2	27158353	27162721	-1	Os02g0669000
Os08t0561700-01	IRGSP-1.0	8	28132469	28135505	1	Os08g0561700
Os08t0117900-01	IRGSP-1.0	8	984069	987922	-1	Os08g0117900
Os01t0963300-01	IRGSP-1.0	1	42447928	42450912	-1	Os01g0963300
Os11t0212100-00	IRGSP-1.0	11	5828346	5828666	-1	Os11g0212100
Os04t0204300-02	IRGSP-1.0	4	7045613	7046460	-1	Os04g0204300
Os04t0204300-01	IRGSP-1.0	4	7045088	7046466	-1	Os04g0204300
Os02t0701600-01	IRGSP-1.0	2	28894065	28897418	1	Os02g0701600
Os10t0113050-00	IRGSP-1.0	10	866451	867181	-1	Os10g0113050
Os08t0411000-00	IRGSP-1.0	8	19661984	19663477	1	Os08g0411000
Os04t0353000-01	IRGSP-1.0	4	16843350	16844876	-1	Os04g0353000
Os08t0425300-00	IRGSP-1.0	8	20429460	20431143	-1	Os08g0425300
Os02t0518800-01	IRGSP-1.0	2	18859263	18862559	1	Os02g0518800
Os08t0441900-00	IRGSP-1.0	8	21531338	21533813	-1	Os08g0441900
Os03t0196250-00	IRGSP-1.0	3	5014119	5014675	-1	Os03g0196250
Os04t0624900-01	IRGSP-1.0	4	31767073	31767689	1	Os04g0624900
Os04t0414300-00	IRGSP-1.0	4	20484148	20485191	1	Os04g0414300
Os05t0256500-00	IRGSP-1.0	5	9517563	9527490	1	Os05g0256500
Os01t0957000-02	IRGSP-1.0	1	42179962	42183719	1	Os01g0957000
Os01t0957000-01	IRGSP-1.0	1	42177836	42183724	1	Os01g0957000
Os05t0196800-00	IRGSP-1.0	5	5971951	5978628	1	Os05g0196800
Os08t0202400-01	IRGSP-1.0	8	5964506	5968143	-1	Os08g0202400
Os01t0706266-00	IRGSP-1.0	1	29298041	29299496	1	Os01g0706266
Os08t0383700-01	IRGSP-1.0	8	18089748	18091962	1	Os08g0383700
Os08t0383700-02	IRGSP-1.0	8	18090632	18091933	1	Os08g0383700
Os02t0635600-01	IRGSP-1.0	2	25488084	25491732	1	Os02g0635600
Os08t0528500-01	IRGSP-1.0	8	26307444	26310379	-1	Os08g0528500
Os01t0176800-01	IRGSP-1.0	1	3958210	3962124	1	Os01g0176800
Os10t0565200-00	IRGSP-1.0	10	22326723	22327664	-1	Os10g0565200
Os12t0622850-01	IRGSP-1.0	12	26588354	26589334	1	Os12g0622850
Os02t0779300-01	IRGSP-1.0	2	32991479	32992210	1	Os02g0779300
Os02t0605500-01	IRGSP-1.0	2	23726254	23729125	-1	Os02g0605500
Os02t0614200-01	IRGSP-1.0	2	24240092	24242558	-1	Os02g0614200
Os04t0131900-01	IRGSP-1.0	4	1985641	1997936	-1	Os04g0131900
Os07t0645500-00	IRGSP-1.0	7	26918373	26923890	-1	Os07g0645500
Os12t0169000-00	IRGSP-1.0	12	3503313	3509337	-1	Os12g0169000
Os03t0422702-00	IRGSP-1.0	3	17598115	17598735	1	Os03g0422702
Os05t0119400-00	IRGSP-1.0	5	1004569	1008694	-1	Os05g0119400
Os05t0499450-00	IRGSP-1.0	5	24587489	24588452	-1	Os05g0499450
Os08t0265500-01	IRGSP-1.0	8	10097893	10103955	1	Os08g0265500
Os01t0925100-01	IRGSP-1.0	1	40559547	40561419	-1	Os01g0925100
Os05t0182600-01	IRGSP-1.0	5	4965425	4971029	1	Os05g0182600
Os04t0365100-01	IRGSP-1.0	4	17584989	17589580	1	Os04g0365100
Os12t0135051-00	IRGSP-1.0	12	1722709	1724168	-1	Os12g0135051
Os04t0578300-00	IRGSP-1.0	4	29152972	29153947	1	Os04g0578300
Os11t0520500-00	IRGSP-1.0	11	18780521	18788731	1	Os11g0520500
Os05t0270850-01	IRGSP-1.0	5	10914349	10916211	-1	Os05g0270850
Os01t0329075-00	IRGSP-1.0	1	12677372	12683262	1	Os01g0329075
Os06t0507300-01	IRGSP-1.0	6	18079011	18079819	-1	Os06g0507300
Os01t0150200-01	IRGSP-1.0	1	2717836	2721076	1	Os01g0150200
Os01t0150200-02	IRGSP-1.0	1	2718042	2721203	1	Os01g0150200
Os03t0669200-01	IRGSP-1.0	3	26398641	26406492	-1	Os03g0669200
Os03t0442900-01	IRGSP-1.0	3	18769032	18770455	1	Os03g0442900
Os05t0366800-00	IRGSP-1.0	5	17614679	17621339	1	Os05g0366800
Os05t0506450-00	IRGSP-1.0	5	25022159	25022487	-1	Os05g0506450
Os06t0704400-02	IRGSP-1.0	6	29744334	29750632	1	Os06g0704400
Os06t0704400-01	IRGSP-1.0	6	29744334	29749490	1	Os06g0704400
Os06t0704400-03	IRGSP-1.0	6	29748303	29749459	1	Os06g0704400
Os11t0111000-01	IRGSP-1.0	11	532998	534481	-1	Os11g0111000
Os02t0632800-01	IRGSP-1.0	2	25348252	25351744	-1	Os02g0632800
Os08t0346500-00	IRGSP-1.0	8	15712423	15716161	1	Os08g0346500
Os10t0476300-01	IRGSP-1.0	10	17739171	17740794	1	Os10g0476300
Os10t0476300-02	IRGSP-1.0	10	17739220	17744206	1	Os10g0476300
Os03t0331900-01	IRGSP-1.0	3	12231290	12232978	1	Os03g0331900
Os03t0810600-03	IRGSP-1.0	3	33927640	33931486	-1	Os03g0810600
Os03t0810600-01	IRGSP-1.0	3	33927612	33933844	-1	Os03g0810600
Os03t0810600-02	IRGSP-1.0	3	33927694	33933561	-1	Os03g0810600
Os05t0455900-01	IRGSP-1.0	5	22398040	22403954	1	Os05g0455900
Os05t0109100-00	IRGSP-1.0	5	494751	498039	-1	Os05g0109100
Os01t0737900-01	IRGSP-1.0	1	30779393	30782726	1	Os01g0737900
Os05t0368600-01	IRGSP-1.0	5	17714478	17715988	-1	Os05g0368600
Os03t0179900-01	IRGSP-1.0	3	4187158	4193200	1	Os03g0179900
Os03t0179900-02	IRGSP-1.0	3	4191747	4193180	1	Os03g0179900
Os11t0644000-00	IRGSP-1.0	11	25542846	25546129	1	Os11g0644000
Os11t0106400-01	IRGSP-1.0	11	295791	301468	-1	Os11g0106400
Os11t0106400-03	IRGSP-1.0	11	295789	297688	-1	Os11g0106400
Os11t0106400-02	IRGSP-1.0	11	295875	297797	-1	Os11g0106400
Os05t0470600-01	IRGSP-1.0	5	23093610	23095496	-1	Os05g0470600
Os11t0684700-01	IRGSP-1.0	11	27703769	27707310	-1	Os11g0684700
Os06t0570900-00	IRGSP-1.0	6	22119287	22122825	1	Os06g0570900
Os06t0687700-01	IRGSP-1.0	6	28682065	28684964	-1	Os06g0687700
Os03t0123300-01	IRGSP-1.0	3	1327450	1331022	1	Os03g0123300
Os03t0123300-02	IRGSP-1.0	3	1327843	1331022	1	Os03g0123300
Os01t0195200-01	IRGSP-1.0	1	5109949	5112457	-1	Os01g0195200
Os02t0220700-01	IRGSP-1.0	2	6726465	6733496	-1	Os02g0220700
Os06t0154800-01	IRGSP-1.0	6	2827985	2830314	1	Os06g0154800
Os01t0834700-01	IRGSP-1.0	1	35767582	35772351	1	Os01g0834700
Os01t0834700-02	IRGSP-1.0	1	35770822	35772130	1	Os01g0834700
Os04t0488100-01	IRGSP-1.0	4	24379793	24386400	1	Os04g0488100
Os05t0530400-01	IRGSP-1.0	5	26344418	26346857	1	Os05g0530400
Os10t0136450-01	IRGSP-1.0	10	2252781	2257370	1	Os10g0136450
Os02t0308800-02	IRGSP-1.0	2	12127913	12129230	-1	Os02g0308800
Os02t0308800-01	IRGSP-1.0	2	12128154	12129233	-1	Os02g0308800
Os10t0390600-01	IRGSP-1.0	10	12977443	12982476	1	Os10g0390600
Os12t0568800-01	IRGSP-1.0	12	23404675	23407835	1	Os12g0568800
Os12t0568800-02	IRGSP-1.0	12	23405408	23407853	1	Os12g0568800
Os03t0144000-02	IRGSP-1.0	3	2450608	2455276	-1	Os03g0144000
Os03t0144000-01	IRGSP-1.0	3	2450455	2454468	-1	Os03g0144000
Os01t0289900-00	IRGSP-1.0	1	10488943	10490994	-1	Os01g0289900
Os10t0185200-00	IRGSP-1.0	10	5841585	5841893	1	Os10g0185200
Os05t0542732-00	IRGSP-1.0	5	26937607	26938300	1	Os05g0542732
Os08t0127900-01	IRGSP-1.0	8	1597239	1599498	1	Os08g0127900
Os10t0514500-00	IRGSP-1.0	10	19837750	19839400	1	Os10g0514500
Os06t0244700-01	IRGSP-1.0	6	7530825	7534853	1	Os06g0244700
Os08t0436700-01	IRGSP-1.0	8	21218225	21220249	1	Os08g0436700
Os11t0201540-00	IRGSP-1.0	11	5125618	5127437	1	Os11g0201540
Os02t0109200-02	IRGSP-1.0	2	500469	503078	-1	Os02g0109200
Os02t0109200-01	IRGSP-1.0	2	502493	504146	-1	Os02g0109200
Os03t0344900-00	IRGSP-1.0	3	12854376	12859361	-1	Os03g0344900
Os09t0274800-00	IRGSP-1.0	9	5594786	5595349	-1	Os09g0274800
Os01t0120700-01	IRGSP-1.0	1	1168737	1171126	-1	Os01g0120700
Os02t0554900-01	IRGSP-1.0	2	20957208	20961970	-1	Os02g0554900
Os02t0554900-02	IRGSP-1.0	2	20957207	20961822	-1	Os02g0554900
Os09t0251800-01	IRGSP-1.0	9	3949859	3953247	1	Os09g0251800
Os04t0206401-00	IRGSP-1.0	4	7149713	7150277	1	Os04g0206401
Os12t0563200-01	IRGSP-1.0	12	23096994	23099367	-1	Os12g0563200
Os07t0294100-00	IRGSP-1.0	7	11432125	11435900	-1	Os07g0294100
Os01t0183633-01	IRGSP-1.0	1	4423907	4426863	-1	Os01g0183633
Os03t0422900-00	IRGSP-1.0	3	17605264	17608024	1	Os03g0422900
Os09t0441700-00	IRGSP-1.0	9	16403807	16407995	-1	Os09g0441700
Os01t0645900-01	IRGSP-1.0	1	26033145	26034815	-1	Os01g0645900
Os03t0287700-01	IRGSP-1.0	3	9939661	9940509	1	Os03g0287700
Os09t0280300-01	IRGSP-1.0	9	5900690	5905364	1	Os09g0280300
Os10t0197800-00	IRGSP-1.0	10	6797449	6798792	-1	Os10g0197800
Os07t0587300-01	IRGSP-1.0	7	23902874	23903531	-1	Os07g0587300
Os01t0213100-00	IRGSP-1.0	1	6185622	6189219	-1	Os01g0213100
Os08t0548650-00	IRGSP-1.0	8	27519879	27520601	-1	Os08g0548650
Os01t0782200-01	IRGSP-1.0	1	33145928	33152527	-1	Os01g0782200
Os01t0782200-02	IRGSP-1.0	1	33137907	33152491	-1	Os01g0782200
Os10t0521600-02	IRGSP-1.0	10	20186050	20189629	-1	Os10g0521600
Os10t0521600-01	IRGSP-1.0	10	20185274	20189629	-1	Os10g0521600
Os07t0508200-01	IRGSP-1.0	7	19304825	19309468	1	Os07g0508200
Os01t0230700-01	IRGSP-1.0	1	7238851	7243073	1	Os01g0230700
Os05t0147500-02	IRGSP-1.0	5	2725760	2733658	1	Os05g0147500
Os05t0147500-01	IRGSP-1.0	5	2725695	2733658	1	Os05g0147500
Os05t0147500-03	IRGSP-1.0	5	2728026	2733727	1	Os05g0147500
Os02t0453400-00	IRGSP-1.0	2	14984016	14984852	-1	Os02g0453400
Os07t0541900-01	IRGSP-1.0	7	21414427	21419296	-1	Os07g0541900
Os05t0305900-01	IRGSP-1.0	5	13834116	13839997	1	Os05g0305900
Os05t0305900-02	IRGSP-1.0	5	13838364	13839985	1	Os05g0305900
Os03t0160000-01	IRGSP-1.0	3	3197694	3199982	1	Os03g0160000
Os11t0524601-00	IRGSP-1.0	11	18994678	19000728	-1	Os11g0524601
Os03t0735025-00	IRGSP-1.0	3	30099710	30102121	1	Os03g0735025
Os02t0150100-01	IRGSP-1.0	2	2768920	2770012	-1	Os02g0150100
Os02t0150100-02	IRGSP-1.0	2	2766489	2769409	-1	Os02g0150100
Os03t0767900-01	IRGSP-1.0	3	31802310	31804146	1	Os03g0767900
Os01t0691100-01	IRGSP-1.0	1	28537896	28538617	-1	Os01g0691100
Os01t0233500-01	IRGSP-1.0	1	7389373	7393708	-1	Os01g0233500
Os01t0158100-01	IRGSP-1.0	1	3052241	3053151	-1	Os01g0158100
Os11t0660300-01	IRGSP-1.0	11	26501646	26504211	1	Os11g0660300
Os03t0586500-01	IRGSP-1.0	3	21634990	21637232	1	Os03g0586500
Os02t0666800-01	IRGSP-1.0	2	27079298	27082610	-1	Os02g0666800
Os12t0242500-01	IRGSP-1.0	12	7892375	7893898	1	Os12g0242500
Os03t0107900-01	IRGSP-1.0	3	479277	481986	1	Os03g0107900
Os11t0512000-01	IRGSP-1.0	11	18288358	18290720	1	Os11g0512000
Os11t0602750-01	IRGSP-1.0	11	23187999	23193264	-1	Os11g0602750
Os01t0215750-01	IRGSP-1.0	1	6326282	6329098	1	Os01g0215750
Os06t0241200-01	IRGSP-1.0	6	7333167	7336677	1	Os06g0241200
Os04t0349500-01	IRGSP-1.0	4	16645729	16648381	-1	Os04g0349500
Os04t0611400-01	IRGSP-1.0	4	31003855	31007535	1	Os04g0611400
Os03t0772300-01	IRGSP-1.0	3	31998154	32000618	-1	Os03g0772300
Os06t0575000-00	IRGSP-1.0	6	22332680	22333906	1	Os06g0575000
Os01t0106900-02	IRGSP-1.0	1	374752	380534	-1	Os01g0106900
Os01t0106900-01	IRGSP-1.0	1	374728	380713	-1	Os01g0106900
Os09t0410300-01	IRGSP-1.0	9	14545092	14547798	1	Os09g0410300
Os12t0566800-01	IRGSP-1.0	12	23302307	23306305	-1	Os12g0566800
Os02t0556800-01	IRGSP-1.0	2	21060083	21061555	-1	Os02g0556800
Os08t0328050-00	IRGSP-1.0	8	14464707	14465234	-1	Os08g0328050
Os03t0700750-00	IRGSP-1.0	3	28112258	28113049	-1	Os03g0700750
Os02t0278700-01	IRGSP-1.0	2	10273719	10283727	-1	Os02g0278700
Os03t0182800-01	IRGSP-1.0	3	4343807	4345689	-1	Os03g0182800
Os05t0574550-00	IRGSP-1.0	5	28622588	28624551	1	Os05g0574550
Os04t0495700-01	IRGSP-1.0	4	24779024	24779534	-1	Os04g0495700
Os10t0141400-00	IRGSP-1.0	10	2528896	2531384	-1	Os10g0141400
Os02t0607400-00	IRGSP-1.0	2	23810292	23812868	-1	Os02g0607400
Os12t0274450-01	IRGSP-1.0	12	10072058	10075165	1	Os12g0274450
Os02t0731500-01	IRGSP-1.0	2	30468783	30470102	-1	Os02g0731500
Os02t0731500-02	IRGSP-1.0	2	30468864	30470088	-1	Os02g0731500
Os08t0447900-01	IRGSP-1.0	8	21869307	21873106	1	Os08g0447900
Os02t0731900-01	IRGSP-1.0	2	30500236	30502286	1	Os02g0731900
Os01t0379400-02	IRGSP-1.0	1	15777381	15779575	1	Os01g0379400
Os01t0379400-03	IRGSP-1.0	1	15777387	15780996	1	Os01g0379400
Os01t0379400-01	IRGSP-1.0	1	15777377	15780024	1	Os01g0379400
Os03t0274000-01	IRGSP-1.0	3	9218819	9224101	1	Os03g0274000
Os03t0274000-02	IRGSP-1.0	3	9222817	9224101	1	Os03g0274000
Os11t0657850-01	IRGSP-1.0	11	26376803	26380866	1	Os11g0657850
Os04t0534500-01	IRGSP-1.0	4	26716441	26719460	-1	Os04g0534500
Os06t0147200-01	IRGSP-1.0	6	2461058	2461867	1	Os06g0147200
Os12t0236400-01	IRGSP-1.0	12	7476475	7480266	1	Os12g0236400
Os05t0168700-01	IRGSP-1.0	5	4117811	4121262	-1	Os05g0168700
Os04t0580300-01	IRGSP-1.0	4	29275043	29277269	-1	Os04g0580300
Os10t0437400-00	IRGSP-1.0	10	15659478	15661329	1	Os10g0437400
Os01t0128100-01	IRGSP-1.0	1	1562618	1566554	-1	Os01g0128100
Os04t0479000-02	IRGSP-1.0	4	23955481	23959963	1	Os04g0479000
Os04t0479000-01	IRGSP-1.0	4	23955482	23959974	1	Os04g0479000
Os05t0299000-01	IRGSP-1.0	5	13371907	13372642	1	Os05g0299000
Os12t0189400-01	IRGSP-1.0	12	4506779	4507716	1	Os12g0189400
Os02t0803200-01	IRGSP-1.0	2	34238951	34241990	1	Os02g0803200
Os04t0313301-00	IRGSP-1.0	4	14257068	14257183	-1	Os04g0313301
Os02t0808300-01	IRGSP-1.0	2	34545277	34553608	1	Os02g0808300
Os04t0669450-00	IRGSP-1.0	4	34142528	34143426	-1	Os04g0669450
Os03t0267400-00	IRGSP-1.0	3	8844360	8844856	1	Os03g0267400
Os06t0592950-00	IRGSP-1.0	6	23303679	23304125	-1	Os06g0592950
Os01t0732000-01	IRGSP-1.0	1	30533116	30533592	-1	Os01g0732000
Os02t0823600-01	IRGSP-1.0	2	35373539	35375819	-1	Os02g0823600
Os06t0174375-01	IRGSP-1.0	6	3771458	3773095	1	Os06g0174375
Os07t0626400-01	IRGSP-1.0	7	25940647	25943166	1	Os07g0626400
Os10t0438100-00	IRGSP-1.0	10	15695559	15696486	1	Os10g0438100
Os01t0511100-01	IRGSP-1.0	1	17990846	17993750	-1	Os01g0511100
Os02t0558300-01	IRGSP-1.0	2	21165035	21165686	1	Os02g0558300
Os01t0837700-00	IRGSP-1.0	1	35916711	35917028	-1	Os01g0837700
Os03t0861200-01	IRGSP-1.0	3	36353713	36355194	-1	Os03g0861200
Os08t0226600-01	IRGSP-1.0	8	7730270	7732702	1	Os08g0226600
Os02t0289000-01	IRGSP-1.0	2	10931592	10932547	1	Os02g0289000
Os04t0541234-00	IRGSP-1.0	4	27078824	27079701	1	Os04g0541234
Os03t0233750-00	IRGSP-1.0	3	7090845	7092016	-1	Os03g0233750
Os06t0309550-00	IRGSP-1.0	6	11752670	11753202	-1	Os06g0309550
Os10t0111700-01	IRGSP-1.0	10	806037	809751	-1	Os10g0111700
Os10t0111700-02	IRGSP-1.0	10	806069	809716	-1	Os10g0111700
Os04t0529600-01	IRGSP-1.0	4	26498847	26503177	1	Os04g0529600
Os02t0219800-01	IRGSP-1.0	2	6677118	6680011	1	Os02g0219800
Os02t0528000-00	IRGSP-1.0	2	19347064	19351299	-1	Os02g0528000
Os08t0428400-01	IRGSP-1.0	8	20625115	20627940	-1	Os08g0428400
Os08t0428400-02	IRGSP-1.0	8	20624908	20626218	-1	Os08g0428400
Os03t0619850-00	IRGSP-1.0	3	23508909	23510727	1	Os03g0619850
Os05t0357525-00	IRGSP-1.0	5	16959114	16959822	-1	Os05g0357525
Os12t0204500-01	IRGSP-1.0	12	5455305	5456824	-1	Os12g0204500
Os12t0175600-00	IRGSP-1.0	12	3853810	3854330	1	Os12g0175600
Os01t0850800-00	IRGSP-1.0	1	36634331	36636717	1	Os01g0850800
Os07t0498300-01	IRGSP-1.0	7	18684478	18687752	1	Os07g0498300
Os07t0498300-02	IRGSP-1.0	7	18684522	18687752	1	Os07g0498300
Os05t0481700-00	IRGSP-1.0	5	23689186	23690983	-1	Os05g0481700
Os07t0419500-01	IRGSP-1.0	7	13399139	13411985	1	Os07g0419500
Os04t0565400-01	IRGSP-1.0	4	28336636	28338321	1	Os04g0565400
Os09t0526000-00	IRGSP-1.0	9	20558262	20561164	1	Os09g0526000
Os12t0596501-00	IRGSP-1.0	12	25045662	25047486	-1	Os12g0596501
Os04t0674200-01	IRGSP-1.0	4	34413441	34415641	1	Os04g0674200
Os04t0551200-01	IRGSP-1.0	4	27605166	27608318	1	Os04g0551200
Os01t0764000-01	IRGSP-1.0	1	32148159	32152034	-1	Os01g0764000
Os01t0764000-02	IRGSP-1.0	1	32148159	32148833	-1	Os01g0764000
Os01t0764000-03	IRGSP-1.0	1	32148159	32151927	-1	Os01g0764000
Os11t0678100-00	IRGSP-1.0	11	27399794	27406158	-1	Os11g0678100
Os05t0349700-03	IRGSP-1.0	5	16514974	16517848	1	Os05g0349700
Os05t0349700-01	IRGSP-1.0	5	16512117	16517751	1	Os05g0349700
Os05t0349700-02	IRGSP-1.0	5	16512069	16517776	1	Os05g0349700
Os04t0497350-01	IRGSP-1.0	4	24876058	24877846	-1	Os04g0497350
Os09t0536100-01	IRGSP-1.0	9	21064649	21080332	1	Os09g0536100
Os06t0496000-01	IRGSP-1.0	6	17311252	17318590	1	Os06g0496000
Os06t0208700-01	IRGSP-1.0	6	5555007	5559074	1	Os06g0208700
Os03t0334000-02	IRGSP-1.0	3	12340180	12344264	-1	Os03g0334000
Os02t0744700-01	IRGSP-1.0	2	31233292	31238210	-1	Os02g0744700
Os02t0744700-02	IRGSP-1.0	2	31233351	31236036	-1	Os02g0744700
Os01t0887100-01	IRGSP-1.0	1	38544060	38545821	1	Os01g0887100
Os11t0103800-01	IRGSP-1.0	11	152137	155480	1	Os11g0103800
Os06t0611900-01	IRGSP-1.0	6	24399546	24404035	-1	Os06g0611900
Os06t0611900-02	IRGSP-1.0	6	24399629	24401097	-1	Os06g0611900
Os01t0218350-00	IRGSP-1.0	1	6471818	6476650	-1	Os01g0218350
Os03t0107300-01	IRGSP-1.0	3	430697	432874	-1	Os03g0107300
Os09t0521100-01	IRGSP-1.0	9	20357410	20359082	1	Os09g0521100
Os12t0137300-01	IRGSP-1.0	12	1807696	1811160	-1	Os12g0137300
Os03t0244650-00	IRGSP-1.0	3	7646760	7650156	-1	Os03g0244650
Os03t0811550-00	IRGSP-1.0	3	33994325	33995305	-1	Os03g0811550
Os04t0405500-01	IRGSP-1.0	4	20120596	20122056	-1	Os04g0405500
Os02t0168100-01	IRGSP-1.0	2	3677525	3679266	-1	Os02g0168100
Os05t0270800-00	IRGSP-1.0	5	10914088	10916007	1	Os05g0270800
Os07t0240200-01	IRGSP-1.0	7	7786781	7788818	1	Os07g0240200
Os06t0612800-02	IRGSP-1.0	6	24493270	24493900	1	Os06g0612800
Os06t0612800-01	IRGSP-1.0	6	24491993	24493907	1	Os06g0612800
Os01t0127200-01	IRGSP-1.0	1	1497241	1500606	-1	Os01g0127200
Os01t0958900-02	IRGSP-1.0	1	42268937	42274900	1	Os01g0958900
Os01t0958900-01	IRGSP-1.0	1	42268902	42274913	1	Os01g0958900
Os01t0202700-00	IRGSP-1.0	1	5652593	5655352	1	Os01g0202700
Os11t0171500-01	IRGSP-1.0	11	3495277	3499934	-1	Os11g0171500
Os06t0507200-01	IRGSP-1.0	6	18072258	18072890	-1	Os06g0507200
Os11t0214100-00	IRGSP-1.0	11	5936538	5938449	1	Os11g0214100
Os03t0300801-00	IRGSP-1.0	3	10583968	10585770	-1	Os03g0300801
Os10t0127350-00	IRGSP-1.0	10	1726495	1727783	1	Os10g0127350
Os04t0345400-01	IRGSP-1.0	4	16421633	16424891	1	Os04g0345400
Os04t0345400-02	IRGSP-1.0	4	16421894	16424929	1	Os04g0345400
Os03t0626500-00	IRGSP-1.0	3	23850245	23851996	1	Os03g0626500
Os02t0256500-01	IRGSP-1.0	2	8850623	8851897	1	Os02g0256500
Os04t0167875-00	IRGSP-1.0	4	4644736	4644996	-1	Os04g0167875
Os05t0524800-00	IRGSP-1.0	5	26132539	26133467	1	Os05g0524800
Os10t0450800-02	IRGSP-1.0	10	16426027	16426928	-1	Os10g0450800
Os09t0401100-01	IRGSP-1.0	9	14046728	14050594	1	Os09g0401100
Os06t0123000-01	IRGSP-1.0	6	1218464	1219977	-1	Os06g0123000
Os06t0683925-00	IRGSP-1.0	6	28495505	28496831	-1	Os06g0683925
Os05t0172800-01	IRGSP-1.0	5	4365501	4370561	1	Os05g0172800
Os03t0554900-00	IRGSP-1.0	3	19585967	19588337	-1	Os03g0554900
Os06t0271600-00	IRGSP-1.0	6	9137420	9137941	-1	Os06g0271600
Os07t0600700-01	IRGSP-1.0	7	24505215	24508630	1	Os07g0600700
Os07t0600700-02	IRGSP-1.0	7	24505275	24508630	1	Os07g0600700
Os03t0856400-02	IRGSP-1.0	3	36124890	36131979	1	Os03g0856400
Os03t0856400-01	IRGSP-1.0	3	36124479	36131991	1	Os03g0856400
Os01t0368500-00	IRGSP-1.0	1	15099900	15112071	1	Os01g0368500
Os07t0578050-00	IRGSP-1.0	7	23376456	23378642	-1	Os07g0578050
Os04t0224000-01	IRGSP-1.0	4	8267091	8268721	1	Os04g0224000
Os02t0466400-01	IRGSP-1.0	2	15697843	15699151	1	Os02g0466400
Os06t0192500-02	IRGSP-1.0	6	4663089	4666890	1	Os06g0192500
Os06t0192500-01	IRGSP-1.0	6	4659870	4667054	1	Os06g0192500
Os07t0667400-01	IRGSP-1.0	7	28189882	28192794	-1	Os07g0667400
Os11t0108933-00	IRGSP-1.0	11	417619	420613	-1	Os11g0108933
Os07t0582400-01	IRGSP-1.0	7	23582270	23584330	1	Os07g0582400
Os12t0639100-02	IRGSP-1.0	12	27407399	27411233	1	Os12g0639100
Os12t0639100-01	IRGSP-1.0	12	27407374	27410751	1	Os12g0639100
Os12t0639100-03	IRGSP-1.0	12	27409532	27410657	1	Os12g0639100
Os08t0233600-01	IRGSP-1.0	8	8118287	8120253	-1	Os08g0233600
Os09t0552800-00	IRGSP-1.0	9	21902714	21905486	1	Os09g0552800
Os11t0211200-01	IRGSP-1.0	11	5773790	5777594	1	Os11g0211200
Os12t0570400-00	IRGSP-1.0	12	23491876	23492991	1	Os12g0570400
Os03t0114000-01	IRGSP-1.0	3	788208	791569	1	Os03g0114000
Os01t0721400-01	IRGSP-1.0	1	30079674	30081481	1	Os01g0721400
Os03t0638900-01	IRGSP-1.0	3	24487877	24489307	-1	Os03g0638900
Os08t0207951-00	IRGSP-1.0	8	6303848	6304320	1	Os08g0207951
Os11t0154900-01	IRGSP-1.0	11	2560816	2563634	1	Os11g0154900
Os11t0588600-01	IRGSP-1.0	11	22328967	22333982	1	Os11g0588600
Os12t0158400-00	IRGSP-1.0	12	2911273	2912589	-1	Os12g0158400
Os07t0422250-00	IRGSP-1.0	7	13608001	13608532	-1	Os07g0422250
Os01t0393100-01	IRGSP-1.0	1	16720752	16722617	-1	Os01g0393100
Os01t0937900-00	IRGSP-1.0	1	41179510	41180259	1	Os01g0937900
Os01t0540800-01	IRGSP-1.0	1	19874748	19881638	1	Os01g0540800
Os09t0535200-01	IRGSP-1.0	9	21046293	21050027	1	Os09g0535200
Os03t0130300-01	IRGSP-1.0	3	1714575	1715192	1	Os03g0130300
Os11t0496500-01	IRGSP-1.0	11	17625788	17626349	1	Os11g0496500
Os01t0691700-01	IRGSP-1.0	1	28555960	28560504	1	Os01g0691700
Os01t0754300-01	IRGSP-1.0	1	31647340	31648756	1	Os01g0754300
Os03t0387100-01	IRGSP-1.0	3	15420151	15424562	1	Os03g0387100
Os12t0480250-00	IRGSP-1.0	12	17628428	17629204	1	Os12g0480250
Os06t0211600-01	IRGSP-1.0	6	5701639	5704991	1	Os06g0211600
Os01t0674000-01	IRGSP-1.0	1	27690597	27691968	-1	Os01g0674000
Os03t0668400-01	IRGSP-1.0	3	26344497	26351566	1	Os03g0668400
Os02t0217250-00	IRGSP-1.0	2	6553815	6557969	-1	Os02g0217250
Os07t0490200-02	IRGSP-1.0	7	18205312	18208091	-1	Os07g0490200
Os07t0490200-01	IRGSP-1.0	7	18205280	18218108	-1	Os07g0490200
